,country,Date,t_3,t_2,t_1,arrival
1029,148,31/12/2013,0.28,0.3,0.29,0.33
1030,148,31/12/2014,0.3,0.29,0.33,0.33
1031,148,31/12/2015,0.29,0.33,0.33,0.33
1032,148,31/12/2016,0.33,0.33,0.33,0.34
1033,148,31/12/2017,0.33,0.33,0.34,0.36
1034,148,31/12/2018,0.33,0.34,0.36,0.35
1035,148,31/12/2019,0.34,0.36,0.35,0.36
1036,149,31/12/2013,0.24,0.25,0.32,0.36
1037,149,31/12/2014,0.25,0.32,0.36,0.33
1038,149,31/12/2015,0.32,0.36,0.33,0.29
1039,149,31/12/2016,0.36,0.33,0.29,0.35
1040,149,31/12/2017,0.33,0.29,0.35,0.33
1041,149,31/12/2018,0.29,0.35,0.33,0.35
1042,149,31/12/2019,0.35,0.33,0.35,0.26
1043,150,31/12/2013,0.19,0.21,0.22,0.24
1044,150,31/12/2014,0.21,0.22,0.24,0.24
1045,150,31/12/2015,0.22,0.24,0.24,0.3
1046,150,31/12/2016,0.24,0.24,0.3,0.33
1047,150,31/12/2017,0.24,0.3,0.33,0.38
1048,150,31/12/2018,0.3,0.33,0.38,0.41
1049,150,31/12/2019,0.33,0.38,0.41,0.43
1050,151,31/12/2013,0.2,0.23,0.26,0.2
1051,151,31/12/2014,0.23,0.26,0.2,0.22
1052,151,31/12/2015,0.26,0.2,0.22,0.28
1053,151,31/12/2016,0.2,0.22,0.28,0.33
1054,151,31/12/2017,0.22,0.28,0.33,0.29
1055,151,31/12/2018,0.28,0.33,0.29,0.36
1056,151,31/12/2019,0.33,0.29,0.36,0.49
1057,152,31/12/2013,0.2,0.22,0.23,0.25
1058,152,31/12/2014,0.22,0.23,0.25,0.27
1059,152,31/12/2015,0.23,0.25,0.27,0.28
1060,152,31/12/2016,0.25,0.27,0.28,0.29
1061,152,31/12/2017,0.27,0.28,0.29,0.31
1062,152,31/12/2018,0.28,0.29,0.31,0.32
1063,152,31/12/2019,0.29,0.31,0.32,0.34
1064,153,31/12/2013,0.23,0.21,0.2,0.2
1065,153,31/12/2014,0.21,0.2,0.2,0.21
1066,153,31/12/2015,0.2,0.2,0.21,0.21
1067,153,31/12/2016,0.2,0.21,0.21,0.23
1068,153,31/12/2017,0.21,0.21,0.23,0.3
1069,153,31/12/2018,0.21,0.23,0.3,0.36
1070,153,31/12/2019,0.23,0.3,0.36,0.39
1071,154,31/12/2013,0.21,0.22,0.24,0.25
1072,154,31/12/2014,0.22,0.24,0.25,0.25
1073,154,31/12/2015,0.24,0.25,0.25,0.23
1074,154,31/12/2016,0.25,0.25,0.23,0.26
1075,154,31/12/2017,0.25,0.23,0.26,0.28
1076,154,31/12/2018,0.23,0.26,0.28,0.24
1077,154,31/12/2019,0.26,0.28,0.24,0.24
1078,155,31/12/2013,0.21,0.24,0.21,0.23
1079,155,31/12/2014,0.24,0.21,0.23,0.2
1080,155,31/12/2015,0.21,0.23,0.2,0.22
1081,155,31/12/2016,0.23,0.2,0.22,0.22
1082,155,31/12/2017,0.2,0.22,0.22,0.26
1083,155,31/12/2018,0.22,0.22,0.26,0.28
1084,155,31/12/2019,0.22,0.26,0.28,0.33
1085,156,31/12/2013,0.08,0.19,0.17,0.19
1086,156,31/12/2014,0.19,0.17,0.19,0.33
1087,156,31/12/2015,0.17,0.19,0.33,0.35
1088,156,31/12/2016,0.19,0.33,0.35,0.35
1089,156,31/12/2017,0.33,0.35,0.35,0.24
1090,156,31/12/2018,0.35,0.35,0.24,0.24
1091,156,31/12/2019,0.35,0.24,0.24,0.24
1092,157,31/12/2013,0.2,0.22,0.26,0.35
1093,157,31/12/2014,0.22,0.26,0.35,0.23
1094,157,31/12/2015,0.26,0.35,0.23,0.22
1095,157,31/12/2016,0.35,0.23,0.22,0.21
1096,157,31/12/2017,0.23,0.22,0.21,0.15
1097,157,31/12/2018,0.22,0.21,0.15,0.16
1098,157,31/12/2019,0.21,0.15,0.16,0.22
1099,158,31/12/2013,0.15,0.16,0.18,0.2
1100,158,31/12/2014,0.16,0.18,0.2,0.21
1101,158,31/12/2015,0.18,0.2,0.21,0.21
1102,158,31/12/2016,0.2,0.21,0.21,0.24
1103,158,31/12/2017,0.21,0.21,0.24,0.25
1104,158,31/12/2018,0.21,0.24,0.25,0.29
1105,158,31/12/2019,0.24,0.25,0.29,0.32
1106,159,31/12/2013,0.27,0.24,0.24,0.22
1107,159,31/12/2014,0.24,0.24,0.22,0.19
1108,159,31/12/2015,0.24,0.22,0.19,0.16
1109,159,31/12/2016,0.22,0.19,0.16,0.15
1110,159,31/12/2017,0.19,0.16,0.15,0.14
1111,159,31/12/2018,0.16,0.15,0.14,0.14
1112,159,31/12/2019,0.15,0.14,0.14,0.14
1113,160,31/12/2013,0.14,0.14,0.15,0.23
1114,160,31/12/2014,0.14,0.15,0.23,0.24
1115,160,31/12/2015,0.15,0.23,0.24,0.13
1116,160,31/12/2016,0.23,0.24,0.13,0.19
1117,160,31/12/2017,0.24,0.13,0.19,0.3
1118,160,31/12/2018,0.13,0.19,0.3,0.19
1119,160,31/12/2019,0.19,0.3,0.19,0.19
1120,161,31/12/2013,0.15,0.17,0.18,0.18
1121,161,31/12/2014,0.17,0.18,0.18,0.19
1122,161,31/12/2015,0.18,0.18,0.19,0.2
1123,161,31/12/2016,0.18,0.19,0.2,0.2
1124,161,31/12/2017,0.19,0.2,0.2,0.18
1125,161,31/12/2018,0.2,0.2,0.18,0.2
1126,161,31/12/2019,0.2,0.18,0.2,0.21
1127,162,31/12/2013,0.17,0.16,0.13,0.14
1128,162,31/12/2014,0.16,0.13,0.14,0.17
1129,162,31/12/2015,0.13,0.14,0.17,0.16
1130,162,31/12/2016,0.14,0.17,0.16,0.17
1131,162,31/12/2017,0.17,0.16,0.17,0.19
1132,162,31/12/2018,0.16,0.17,0.19,0.2
1133,162,31/12/2019,0.17,0.19,0.2,0.22
1134,163,31/12/2013,0.04,0.07,0.11,0.12
1135,163,31/12/2014,0.07,0.11,0.12,0.13
1136,163,31/12/2015,0.11,0.12,0.13,0.16
1137,163,31/12/2016,0.12,0.13,0.16,0.21
1138,163,31/12/2017,0.13,0.16,0.21,0.26
1139,163,31/12/2018,0.16,0.21,0.26,0.27
1140,163,31/12/2019,0.21,0.26,0.27,0.32
1141,164,31/12/2013,0.13,0.13,0.14,0.13
1142,164,31/12/2014,0.13,0.14,0.13,0.13
1143,164,31/12/2015,0.14,0.13,0.13,0.14
1144,164,31/12/2016,0.13,0.13,0.14,0.15
1145,164,31/12/2017,0.13,0.14,0.15,0.16
1146,164,31/12/2018,0.14,0.15,0.16,0.17
1147,164,31/12/2019,0.15,0.16,0.17,0.18
1148,165,31/12/2013,0.07,0.08,0.09,0.12
1149,165,31/12/2014,0.08,0.09,0.12,0.14
1150,165,31/12/2015,0.09,0.12,0.14,0.14
1151,165,31/12/2016,0.12,0.14,0.14,0.15
1152,165,31/12/2017,0.14,0.14,0.15,0.16
1153,165,31/12/2018,0.14,0.15,0.16,0.16
1154,165,31/12/2019,0.15,0.16,0.16,0.19
1155,166,31/12/2013,0.08,0.11,0.13,0.14
1156,166,31/12/2014,0.11,0.13,0.14,0.12
1157,166,31/12/2015,0.13,0.14,0.12,0.11
1158,166,31/12/2016,0.14,0.12,0.11,0.14
1159,166,31/12/2017,0.12,0.11,0.14,0.12
1160,166,31/12/2018,0.11,0.14,0.12,0.12
1161,166,31/12/2019,0.14,0.12,0.12,0.12
1162,167,31/12/2013,0.09,0.11,0.12,0.11
1163,167,31/12/2014,0.11,0.12,0.11,0.14
1164,167,31/12/2015,0.12,0.11,0.14,0.16
1165,167,31/12/2016,0.11,0.14,0.16,0.14
1166,167,31/12/2017,0.14,0.16,0.14,0.12
1167,167,31/12/2018,0.16,0.14,0.12,0.11
1168,167,31/12/2019,0.14,0.12,0.11,0.09
1169,168,31/12/2013,0.06,0.08,0.09,0.1
1170,168,31/12/2014,0.08,0.09,0.1,0.09
1171,168,31/12/2015,0.09,0.1,0.09,0.09
1172,168,31/12/2016,0.1,0.09,0.09,0.12
1173,168,31/12/2017,0.09,0.09,0.12,0.15
1174,168,31/12/2018,0.09,0.12,0.15,0.16
1175,168,31/12/2019,0.12,0.15,0.16,0.17
1176,169,31/12/2013,0.07,0.08,0.09,0.1
1177,169,31/12/2014,0.08,0.09,0.1,0.12
1178,169,31/12/2015,0.09,0.1,0.12,0.12
1179,169,31/12/2016,0.1,0.12,0.12,0.1
1180,169,31/12/2017,0.12,0.12,0.1,0.09
1181,169,31/12/2018,0.12,0.1,0.09,0.09
1182,169,31/12/2019,0.1,0.09,0.09,0.09
1183,170,31/12/2013,0.01,0.13,0.1,0.06
1184,170,31/12/2014,0.13,0.1,0.06,0.03
1185,170,31/12/2015,0.1,0.06,0.03,0.04
1186,170,31/12/2016,0.06,0.03,0.04,0.06
1187,170,31/12/2017,0.03,0.04,0.06,0.1
1188,170,31/12/2018,0.04,0.06,0.1,0.19
1189,170,31/12/2019,0.06,0.1,0.19,0.21
1190,171,31/12/2013,0.05,0.07,0.07,0.08
1191,171,31/12/2014,0.07,0.07,0.08,0.1
1192,171,31/12/2015,0.07,0.08,0.1,0.12
1193,171,31/12/2016,0.08,0.1,0.12,0.08
1194,171,31/12/2017,0.1,0.12,0.08,0.11
1195,171,31/12/2018,0.12,0.08,0.11,0.11
1196,171,31/12/2019,0.08,0.11,0.11,0.09
1197,172,31/12/2013,0.07,0.07,0.06,0.06
1198,172,31/12/2014,0.07,0.06,0.06,0.07
1199,172,31/12/2015,0.06,0.06,0.07,0.07
1200,172,31/12/2016,0.06,0.07,0.07,0.09
1201,172,31/12/2017,0.07,0.07,0.09,0.09
1202,172,31/12/2018,0.07,0.09,0.09,0.08
1203,172,31/12/2019,0.09,0.09,0.08,0.09
1204,173,31/12/2013,0.06,0.07,0.06,0.06
1205,173,31/12/2014,0.07,0.06,0.06,0.06
1206,173,31/12/2015,0.06,0.06,0.06,0.06
1207,173,31/12/2016,0.06,0.06,0.06,0.07
1208,173,31/12/2017,0.06,0.06,0.07,0.08
1209,173,31/12/2018,0.06,0.07,0.08,0.09
1210,173,31/12/2019,0.07,0.08,0.09,0.1
1211,174,31/12/2013,0.04,0.05,0.06,0.08
1212,174,31/12/2014,0.05,0.06,0.08,0.06
1213,174,31/12/2015,0.06,0.08,0.06,0.06
1214,174,31/12/2016,0.08,0.06,0.06,0.07
1215,174,31/12/2017,0.06,0.06,0.07,0.07
1216,174,31/12/2018,0.06,0.07,0.07,0.07
1217,174,31/12/2019,0.07,0.07,0.07,0.07
1218,175,31/12/2013,0.04,0.05,0.08,0.1
1219,175,31/12/2014,0.05,0.08,0.1,0.05
1220,175,31/12/2015,0.08,0.1,0.05,0.03
1221,175,31/12/2016,0.1,0.05,0.03,0.06
1222,175,31/12/2017,0.05,0.03,0.06,0.06
1223,175,31/12/2018,0.03,0.06,0.06,0.07
1224,175,31/12/2019,0.06,0.06,0.07,0.07
1225,176,31/12/2013,0.05,0.06,0.06,0.06
1226,176,31/12/2014,0.06,0.06,0.06,0.06
1227,176,31/12/2015,0.06,0.06,0.06,0.06
1228,176,31/12/2016,0.06,0.06,0.06,0.06
1229,176,31/12/2017,0.06,0.06,0.06,0.06
1230,176,31/12/2018,0.06,0.06,0.06,0.06
1231,176,31/12/2019,0.06,0.06,0.06,0.06
1232,177,31/12/2013,0.02,0.04,0.04,0.04
1233,177,31/12/2014,0.04,0.04,0.04,0.04
1234,177,31/12/2015,0.04,0.04,0.04,0.04
1235,177,31/12/2016,0.04,0.04,0.04,0.05
1236,177,31/12/2017,0.04,0.04,0.05,0.05
1237,177,31/12/2018,0.04,0.05,0.05,0.06
1238,177,31/12/2019,0.05,0.05,0.06,0.05
1239,178,31/12/2013,0.04,0.04,0.04,0.04
1240,178,31/12/2014,0.04,0.04,0.04,0.04
1241,178,31/12/2015,0.04,0.04,0.04,0.03
1242,178,31/12/2016,0.04,0.04,0.03,0.03
1243,178,31/12/2017,0.04,0.03,0.03,0.03
1244,178,31/12/2018,0.03,0.03,0.03,0.02
1245,178,31/12/2019,0.03,0.03,0.02,0.02
1246,179,31/12/2013,0.02,0.02,0.02,0.02
1247,179,31/12/2014,0.02,0.02,0.02,0.02
1248,179,31/12/2015,0.02,0.02,0.02,0.02
1249,179,31/12/2016,0.02,0.02,0.02,0.03
1250,179,31/12/2017,0.02,0.02,0.03,0.03
1251,179,31/12/2018,0.02,0.03,0.03,0.04
1252,179,31/12/2019,0.03,0.03,0.04,0.05
1253,180,31/12/2013,0.02,0.02,0.02,0.02
1254,180,31/12/2014,0.02,0.02,0.02,0.02
1255,180,31/12/2015,0.02,0.02,0.02,0.02
1256,180,31/12/2016,0.02,0.02,0.02,0.02
1257,180,31/12/2017,0.02,0.02,0.02,0.03
1258,180,31/12/2018,0.02,0.02,0.03,0.03
1259,180,31/12/2019,0.02,0.03,0.03,0.03
1260,181,31/12/2013,0.01,0.01,0.01,0.01
1261,181,31/12/2014,0.01,0.01,0.01,0.02
1262,181,31/12/2015,0.01,0.01,0.02,0.03
1263,181,31/12/2016,0.01,0.02,0.03,0.03
1264,181,31/12/2017,0.02,0.03,0.03,0.03
1265,181,31/12/2018,0.03,0.03,0.03,0.03
1266,181,31/12/2019,0.03,0.03,0.03,0.02
1267,182,31/12/2013,0.0,0.01,0.0,0.01
1268,182,31/12/2014,0.01,0.0,0.01,0.01
1269,182,31/12/2015,0.0,0.01,0.01,0.01
1270,182,31/12/2016,0.01,0.01,0.01,0.01
1271,182,31/12/2017,0.01,0.01,0.01,0.01
1272,182,31/12/2018,0.01,0.01,0.01,0.01
1273,182,31/12/2019,0.01,0.01,0.01,0.01
1274,183,31/12/2013,0.0,0.0,0.0,0.01
1275,183,31/12/2014,0.0,0.0,0.01,0.0
1276,183,31/12/2015,0.0,0.01,0.0,0.01
1277,183,31/12/2016,0.01,0.0,0.01,0.01
1278,183,31/12/2017,0.0,0.01,0.01,0.01
1279,183,31/12/2018,0.01,0.01,0.01,0.01
1280,183,31/12/2019,0.01,0.01,0.01,0.01
1281,184,31/12/2013,0.0,0.0,0.0,0.0
1282,184,31/12/2014,0.0,0.0,0.0,0.0
1283,184,31/12/2015,0.0,0.0,0.0,0.0
1284,184,31/12/2016,0.0,0.0,0.0,0.0
1285,184,31/12/2017,0.0,0.0,0.0,0.0
1286,184,31/12/2018,0.0,0.0,0.0,0.0
1287,184,31/12/2019,0.0,0.0,0.0,0.0
